Year,Player,Team,Games,PA,SB,ISO,Babip,CS,Spd,GB/FB,LD,GB,FB,IFFB,HR/FB,IFH,BUH,Pull,Cent,Oppo,Soft,Med,Hard,O-Swing,Z-Swing,Swing,O-Contact,Z-Contact,Contact,Zone
2016.0,Yoenis Céspedes,Mets,132.0,543.0,3.0,0.251,0.298,1.0,2.9,0.9,21.5,37.1,41.4,11.5,19.9,5.7,0.0,39.3,36.9,23.9,15.4,45.4,39.3,34.6,65.8,47.6,66.1,87.2,78.3,41.6
2017.0,Yoenis Céspedes,Mets,81.0,321.0,0.0,0.247,0.316,1.0,3.0,0.7,15.9,34.5,49.6,14.8,14.8,8.8,0.0,41.4,33.6,25.0,20.7,37.1,42.2,35.6,66.9,48.9,65.6,91.4,80.6,42.4
2018.0,Yoenis Céspedes,Mets,38.0,157.0,3.0,0.234,0.333,0.0,4.0,0.57,17.2,30.1,52.7,18.4,18.4,14.3,0.0,46.2,34.4,19.4,22.6,44.1,33.3,36.3,67.4,49.2,56.4,84.2,72.2,41.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.0,Asdrúbal Cabrera,Rays,143.0,551.0,6.0,0.164,0.306,3.0,5.0,0.82,20.7,35.8,43.6,12.1,8.7,5.6,62.5,47.9,27.7,24.4,16.3,57.3,26.4,36.8,75.2,53.4,71.0,85.0,79.5,43.0
2016.0,Asdrúbal Cabrera,Mets,141.0,568.0,5.0,0.194,0.31,1.0,3.4,0.95,22.9,37.4,39.6,6.7,14.0,5.2,50.0,51.2,27.1,21.7,14.5,48.8,36.7,32.8,73.4,50.5,62.8,88.4,79.1,43.7
2017.0,Asdrúbal Cabrera,Mets,135.0,540.0,3.0,0.154,0.31,2.0,2.5,1.2,20.4,43.5,36.2,6.3,9.7,7.5,25.0,46.3,34.3,19.4,17.2,46.0,36.8,28.4,70.0,46.8,70.6,88.9,82.7,44.2
2018.0,Asdrúbal Cabrera,2 Teams,147.0,592.0,0.0,0.196,0.296,0.0,1.8,1.08,19.1,42.1,38.8,8.5,13.9,3.9,50.0,47.8,32.4,19.8,15.4,46.2,38.5,32.3,71.8,49.0,69.8,86.0,79.8,42.2
2019.0,Asdrúbal Cabrera,2 Teams,131.0,514.0,4.0,0.181,0.294,0.0,3.8,1.02,23.8,38.4,37.8,4.5,13.6,3.7,100.0,50.1,27.6,22.2,12.3,45.0,42.7,28.8,67.2,45.3,70.5,87.3,81.2,43.1
2015.0,Yadier Molina,Cardinals,136.0,530.0,3.0,0.08,0.295,1.0,2.7,1.49,20.3,47.7,32.0,11.4,2.9,3.8,0.0,36.2,32.8,31.0,17.5,57.2,25.3,36.4,76.0,54.3,80.2,88.2,85.3,45.1
2016.0,Yadier Molina,Cardinals,147.0,581.0,3.0,0.12,0.335,2.0,2.3,1.63,21.9,48.4,29.7,5.0,5.7,3.9,0.0,37.6,34.5,27.9,15.6,53.3,31.1,36.0,72.7,53.4,81.4,89.6,86.7,47.3
2017.0,Yadier Molina,Cardinals,136.0,543.0,9.0,0.166,0.285,4.0,3.9,1.13,20.4,42.2,37.4,11.0,11.0,2.7,0.0,42.6,32.5,24.9,16.5,47.1,36.4,37.8,69.3,52.6,77.4,86.0,82.7,46.8
2018.0,Yadier Molina,Cardinals,123.0,503.0,4.0,0.174,0.264,3.0,2.5,1.05,24.1,38.9,36.9,7.5,13.6,3.9,0.0,49.6,29.3,21.1,13.3,42.4,44.4,38.5,70.8,52.6,76.8,89.2,84.1,43.7
2019.0,Yadier Molina,Cardinals,113.0,452.0,6.0,0.129,0.289,0.0,3.6,1.17,27.0,39.3,33.6,8.1,8.1,6.3,0.0,42.3,34.4,23.2,14.8,43.4,41.8,41.5,75.9,55.7,76.3,87.0,82.4,41.4
2015.0,Mike Moustakas,Royals,147.0,614.0,1.0,0.186,0.294,2.0,1.9,0.96,18.8,39.9,41.4,15.3,11.2,3.7,37.5,39.2,33.4,27.4,19.5,49.0,31.5,33.0,65.6,47.2,75.2,91.4,85.0,43.7
2016.0,Mike Moustakas,Royals,27.0,113.0,0.0,0.26,0.214,1.0,1.3,1.06,18.7,41.8,39.6,11.1,19.4,5.3,0.0,40.7,28.6,30.8,19.8,42.9,37.4,22.2,65.4,42.1,69.6,92.9,86.2,45.9
2017.0,Mike Moustakas,Royals,148.0,598.0,0.0,0.249,0.263,0.0,1.1,0.76,19.5,34.8,45.7,16.0,17.8,4.3,100.0,43.7,33.0,23.3,21.2,46.9,31.9,40.3,76.2,55.6,69.1,89.4,81.0,42.6
2018.0,Mike Moustakas,2 Teams,152.0,635.0,4.0,0.208,0.259,1.0,2.7,0.74,19.7,34.0,46.3,19.2,12.8,6.8,66.7,42.6,34.2,23.1,21.2,37.6,41.2,37.0,73.6,52.1,67.7,88.4,79.8,41.3
2019.0,Mike Moustakas,Brewers,143.0,584.0,3.0,0.262,0.25,0.0,3.3,0.79,18.9,35.8,45.3,13.5,18.2,7.9,33.3,40.7,30.2,29.0,20.8,37.7,41.5,34.0,74.2,49.8,66.3,86.0,77.9,39.3
2015.0,Ketel Marte,Mariners,57.0,247.0,8.0,0.119,0.341,4.0,5.7,2.0,21.5,52.3,26.2,13.3,4.4,8.9,25.0,39.4,35.0,25.6,21.7,55.6,22.8,26.6,62.7,42.8,69.3,88.4,81.8,44.8
2016.0,Ketel Marte,Mariners,119.0,466.0,11.0,0.064,0.313,5.0,5.2,1.99,21.8,52.0,26.2,12.2,1.1,8.9,44.4,40.6,34.8,24.6,23.2,55.2,21.5,33.0,65.4,47.9,71.4,90.4,83.3,45.9
2017.0,Ketel Marte,Diamondbacks,73.0,255.0,3.0,0.135,0.29,1.0,4.7,1.32,20.7,45.1,34.2,6.3,7.9,6.0,25.0,35.1,39.4,25.5,17.6,54.3,28.2,31.6,65.8,46.8,73.5,91.0,84.4,44.5
2018.0,Ketel Marte,Diamondbacks,153.0,580.0,6.0,0.177,0.282,1.0,5.8,1.77,19.7,51.2,29.0,10.9,10.9,5.8,0.0,36.7,39.2,24.1,20.9,43.0,36.0,28.1,68.4,45.5,77.5,90.4,85.9,43.2
2019.0,Ketel Marte,Diamondbacks,144.0,628.0,10.0,0.264,0.342,2.0,5.9,1.24,22.2,43.1,34.8,8.3,19.0,4.3,100.0,43.7,35.5,20.8,15.7,42.5,41.9,31.8,71.6,47.6,73.3,90.6,83.6,39.7
2015.0,David Peralta,Diamondbacks,149.0,517.0,9.0,0.21,0.368,4.0,5.6,1.96,21.3,52.1,26.6,6.3,17.7,5.9,100.0,38.4,40.1,21.5,13.3,51.4,35.4,31.8,68.3,47.5,60.2,88.4,77.7,43.0
2016.0,David Peralta,Diamondbacks,48.0,183.0,2.0,0.181,0.31,0.0,6.8,1.78,20.8,50.8,28.5,13.5,10.8,4.5,0.0,35.4,38.5,26.2,16.9,48.5,34.6,34.5,71.6,52.1,55.5,92.0,79.3,47.6
2017.0,David Peralta,Diamondbacks,140.0,577.0,8.0,0.15,0.333,4.0,4.6,2.08,18.4,55.1,26.5,13.0,12.2,7.1,0.0,31.3,38.7,30.0,21.2,47.0,31.8,31.8,70.7,48.6,65.3,89.3,80.3,43.0
2018.0,David Peralta,Diamondbacks,146.0,614.0,4.0,0.223,0.328,0.0,4.2,1.73,20.1,50.7,29.2,5.5,23.4,5.9,0.0,39.0,34.7,26.3,16.4,34.9,48.6,31.8,69.5,48.0,67.5,84.7,78.2,43.0
2019.0,David Peralta,Diamondbacks,99.0,423.0,0.0,0.186,0.327,0.0,2.8,1.84,21.3,51.0,27.7,11.0,14.6,7.9,0.0,36.1,40.5,23.3,16.9,39.9,43.2,37.2,69.7,50.4,64.8,87.1,77.4,40.7
2015.0,Francisco Cervelli,Pirates,130.0,510.0,1.0,0.106,0.359,1.0,3.6,1.94,21.0,52.1,26.9,3.1,7.3,5.4,0.0,36.5,35.9,27.6,15.7,53.6,30.7,20.9,63.4,41.4,66.7,87.6,82.1,48.3
2016.0,Francisco Cervelli,Pirates,101.0,393.0,6.0,0.058,0.329,2.0,4.0,2.32,19.8,56.0,24.1,1.6,1.6,4.9,50.0,42.5,34.0,23.6,18.5,54.4,27.0,19.0,61.8,38.1,63.7,86.8,80.4,44.5
2017.0,Francisco Cervelli,Pirates,81.0,304.0,0.0,0.121,0.311,2.0,2.9,1.93,20.6,52.3,27.1,3.7,9.3,4.8,50.0,42.3,31.8,25.9,12.9,54.2,32.8,21.0,63.2,41.3,58.3,84.0,77.2,48.0
2018.0,Francisco Cervelli,Pirates,104.0,404.0,2.0,0.172,0.308,3.0,3.1,0.93,19.4,38.9,41.7,10.5,11.4,6.1,0.0,38.6,34.6,26.8,15.7,50.4,33.9,21.5,62.9,39.4,54.7,87.0,77.0,43.4
2019.0,Francisco Cervelli,2 Teams,48.0,160.0,1.0,0.135,0.278,0.0,4.3,1.08,17.0,43.0,40.0,7.5,7.5,2.3,0.0,42.6,30.7,26.7,11.9,50.5,37.6,24.8,63.7,42.3,54.0,87.5,76.8,45.2
2015.0,Kevin Pillar,Blue Jays,159.0,628.0,25.0,0.121,0.306,4.0,5.8,1.13,21.9,41.4,36.7,17.7,6.6,9.3,17.6,42.9,30.2,26.9,24.7,50.6,24.7,40.1,63.0,50.8,73.6,90.1,83.2,46.8
2016.0,Kevin Pillar,Blue Jays,146.0,584.0,14.0,0.109,0.306,6.0,4.7,1.34,20.5,45.6,33.9,15.6,4.5,7.2,50.0,39.0,31.5,29.5,24.8,48.1,27.2,37.1,62.3,48.9,69.9,90.5,82.2,47.0
2017.0,Kevin Pillar,Blue Jays,154.0,632.0,15.0,0.148,0.28,6.0,4.4,1.18,20.4,43.1,36.4,13.9,8.9,6.6,0.0,40.2,34.9,24.9,22.5,50.2,27.3,40.1,67.0,51.9,72.5,94.2,84.8,44.0
2018.0,Kevin Pillar,Blue Jays,142.0,542.0,14.0,0.174,0.281,3.0,5.6,0.94,26.6,35.6,37.8,17.7,9.5,8.7,50.0,40.7,35.0,24.3,21.4,44.5,34.0,43.5,67.9,53.8,66.6,90.0,79.1,42.1
2019.0,Kevin Pillar,2 Teams,161.0,645.0,14.0,0.173,0.27,5.0,5.6,1.22,19.7,44.1,36.3,15.3,11.1,7.4,40.0,48.0,29.7,22.3,20.2,42.5,37.2,48.8,74.6,58.6,74.4,93.0,83.4,38.0
2015.0,Jason Heyward,Cardinals,154.0,610.0,23.0,0.146,0.329,3.0,6.0,2.44,19.3,57.2,23.5,12.0,12.0,8.0,0.0,39.1,36.3,24.6,22.4,48.5,29.1,25.1,63.1,41.1,67.9,93.1,84.2,42.1
2016.0,Jason Heyward,Cubs,142.0,592.0,11.0,0.094,0.266,4.0,4.2,1.39,20.5,46.2,33.3,14.4,4.8,7.4,0.0,40.7,36.6,22.7,27.0,46.6,26.4,26.2,60.0,41.4,75.1,91.0,85.5,44.8
2017.0,Jason Heyward,Cubs,126.0,481.0,4.0,0.13,0.284,4.0,4.3,1.45,19.9,47.4,32.7,18.3,9.2,6.3,0.0,46.3,33.9,19.8,25.7,48.8,25.5,28.6,69.7,46.4,72.1,91.4,84.7,43.3
2018.0,Jason Heyward,Cubs,127.0,489.0,1.0,0.125,0.297,1.0,4.0,1.41,18.1,47.9,34.0,18.5,6.2,7.1,0.0,42.2,32.0,25.8,25.5,44.8,29.7,31.6,64.7,45.4,76.6,89.7,84.3,41.6
2019.0,Jason Heyward,Cubs,147.0,589.0,8.0,0.177,0.281,3.0,4.7,1.36,19.6,46.3,34.2,10.1,15.2,5.9,0.0,41.9,36.5,21.7,17.7,47.0,35.2,30.3,68.0,45.4,67.7,87.8,79.7,40.0
2015.0,Gary Sánchez,Yankees,2.0,2.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,50.0,100.0,75.0,50.0,50.0,50.0,50.0
2016.0,Gary Sánchez,Yankees,53.0,229.0,1.0,0.358,0.317,0.0,2.2,1.44,16.4,49.3,34.2,14.0,40.0,6.9,0.0,54.1,30.8,15.1,18.5,39.7,41.8,33.2,63.2,45.1,53.2,85.1,71.0,39.9
2017.0,Gary Sánchez,Yankees,122.0,525.0,2.0,0.253,0.304,1.0,2.6,1.15,21.1,42.3,36.6,10.8,25.4,9.3,0.0,51.5,33.2,15.2,18.6,44.5,36.9,33.7,66.5,47.9,60.1,82.9,73.8,43.2
2018.0,Gary Sánchez,Yankees,89.0,374.0,1.0,0.22,0.197,0.0,2.8,1.0,14.3,42.9,42.9,19.2,18.2,2.0,0.0,51.1,30.7,18.2,19.5,45.0,35.5,32.3,62.4,43.9,55.7,86.4,72.5,38.4
2019.0,Gary Sánchez,Yankees,106.0,446.0,0.0,0.293,0.244,1.0,2.3,0.67,20.3,32.1,47.6,15.5,26.4,8.0,0.0,49.8,29.5,20.7,19.9,38.0,42.1,35.3,59.2,44.0,57.8,83.3,70.2,36.1
2015.0,Ryan Braun,Brewers,140.0,568.0,24.0,0.213,0.322,4.0,6.3,1.6,19.3,49.6,31.0,3.3,20.5,7.2,0.0,30.7,38.3,31.0,14.2,49.5,36.3,36.4,71.1,50.6,67.0,88.0,79.1,40.8
2016.0,Ryan Braun,Brewers,135.0,564.0,16.0,0.233,0.326,5.0,5.0,2.22,19.3,55.7,25.1,7.7,28.8,9.1,0.0,35.6,37.0,27.4,17.8,47.8,34.4,36.2,74.4,51.8,68.0,89.5,80.6,40.8
2017.0,Ryan Braun,Brewers,104.0,425.0,12.0,0.218,0.292,4.0,5.3,1.54,18.9,49.2,31.9,9.2,17.3,6.6,100.0,38.6,35.1,26.3,19.2,41.9,39.0,38.0,69.9,51.9,65.4,89.0,79.2,43.6
2018.0,Ryan Braun,Brewers,125.0,447.0,11.0,0.215,0.274,5.0,4.6,1.7,23.1,48.4,28.4,5.5,22.0,6.5,66.7,39.6,34.4,26.0,16.4,40.6,43.0,36.3,70.9,51.2,68.5,87.1,79.6,43.0
2019.0,Ryan Braun,Brewers,144.0,508.0,11.0,0.22,0.325,1.0,5.4,1.66,19.2,50.4,30.4,8.3,20.4,8.4,0.0,41.2,34.2,24.6,17.1,37.3,45.7,37.4,72.7,51.3,59.9,89.2,76.3,39.5
2015.0,Kole Calhoun,Angels,159.0,686.0,4.0,0.167,0.304,1.0,3.4,1.18,22.8,41.8,35.4,7.2,15.7,2.6,33.3,42.6,34.3,23.1,19.1,53.0,28.0,31.8,73.4,49.1,55.0,85.5,73.9,41.6
2016.0,Kole Calhoun,Angels,157.0,672.0,2.0,0.167,0.309,3.0,3.7,0.95,22.1,38.0,39.9,6.8,9.4,2.7,100.0,41.8,32.6,25.6,16.6,48.0,35.3,30.7,74.8,49.5,57.5,86.8,76.3,42.7
2017.0,Kole Calhoun,Angels,155.0,654.0,5.0,0.148,0.284,1.0,3.7,1.25,21.1,43.9,35.0,8.4,12.3,3.6,100.0,44.7,32.4,22.9,17.0,51.2,31.7,29.4,72.1,47.8,59.0,85.7,76.3,43.1
2018.0,Kole Calhoun,Angels,137.0,552.0,6.0,0.161,0.241,2.0,4.7,1.23,21.4,43.4,35.2,3.9,14.8,2.5,0.0,42.6,35.2,22.3,12.6,42.9,44.5,28.2,76.1,49.1,56.9,81.8,73.7,43.7
2019.0,Kole Calhoun,Angels,152.0,632.0,4.0,0.236,0.265,1.0,3.7,1.1,22.3,40.8,36.9,8.3,22.9,1.3,50.0,50.5,29.3,20.2,13.5,44.1,42.3,29.0,75.2,48.1,48.5,80.9,69.5,41.4
2015.0,Ben Zobrist,2 Teams,126.0,535.0,3.0,0.173,0.288,4.0,3.5,1.51,18.6,49.0,32.4,11.2,9.7,5.9,50.0,45.4,31.7,22.8,17.5,54.3,28.1,22.6,55.4,36.7,80.9,92.8,88.6,43.0
2016.0,Ben Zobrist,Cubs,147.0,631.0,6.0,0.174,0.29,4.0,4.0,1.57,21.6,48.0,30.5,8.2,13.4,5.2,44.4,48.3,34.7,16.9,15.4,52.1,32.5,20.5,56.1,35.5,76.7,94.2,88.3,42.1
2017.0,Ben Zobrist,Cubs,128.0,496.0,2.0,0.143,0.251,2.0,3.6,1.53,15.6,51.1,33.3,8.2,9.8,4.8,0.0,49.9,32.5,17.6,14.9,52.8,32.2,23.4,57.5,39.3,74.1,93.1,87.0,46.5
2018.0,Ben Zobrist,Cubs,139.0,520.0,3.0,0.134,0.331,4.0,3.2,1.59,21.6,48.1,30.3,5.0,7.4,5.2,50.0,47.1,31.5,21.3,11.9,52.6,35.5,26.0,59.6,40.8,76.8,92.1,86.6,44.1
2019.0,Ben Zobrist,Cubs,47.0,176.0,0.0,0.053,0.299,0.0,1.9,2.12,18.9,55.1,26.0,12.1,3.0,4.3,100.0,48.4,33.6,18.0,21.9,53.1,25.0,22.6,55.1,34.7,77.2,90.3,85.0,37.0
2015.0,Aaron Hicks,Twins,97.0,390.0,13.0,0.142,0.285,3.0,6.0,1.18,22.9,41.8,35.4,10.1,11.1,7.7,62.5,35.8,34.4,29.9,20.1,54.5,25.3,24.1,68.8,44.5,62.9,87.7,80.4,45.6
2016.0,Aaron Hicks,Yankees,123.0,361.0,3.0,0.119,0.248,4.0,2.9,1.22,17.0,45.6,37.5,9.3,8.2,4.2,25.0,45.6,31.2,23.2,17.5,53.6,28.9,25.0,71.7,45.4,61.0,83.8,76.7,43.6
2017.0,Aaron Hicks,Yankees,88.0,361.0,10.0,0.209,0.29,5.0,3.9,1.09,15.7,44.1,40.3,9.5,15.8,7.7,50.0,42.9,35.0,22.1,19.6,49.6,30.8,22.5,61.1,39.0,61.6,81.2,74.8,43.0
2018.0,Aaron Hicks,Yankees,137.0,581.0,11.0,0.219,0.264,2.0,5.3,1.04,21.6,40.0,38.4,12.0,19.0,7.4,28.6,45.4,36.9,17.8,18.6,41.9,39.5,20.9,65.5,39.6,67.1,82.8,78.0,42.0
2019.0,Aaron Hicks,Yankees,59.0,255.0,1.0,0.208,0.286,2.0,2.7,1.06,15.8,43.4,40.8,14.5,19.4,7.6,0.0,45.4,30.9,23.7,22.4,39.5,38.2,25.1,65.6,40.7,55.8,78.2,69.7,38.6
2015.0,Odúbel Herrera,Phillies,147.0,537.0,16.0,0.121,0.387,8.0,5.3,1.61,23.5,47.2,29.3,8.6,7.6,10.7,35.7,35.2,32.3,32.5,19.4,54.0,26.6,34.8,67.8,48.9,61.4,86.7,76.4,42.7
2016.0,Odúbel Herrera,Phillies,159.0,656.0,25.0,0.134,0.349,7.0,6.3,1.45,21.6,46.4,32.0,9.9,10.6,14.6,44.4,26.7,37.5,35.8,23.8,49.0,27.2,34.6,68.3,48.4,67.3,85.8,78.0,40.9
2017.0,Odúbel Herrera,Phillies,138.0,563.0,8.0,0.171,0.345,5.0,4.3,1.27,21.3,44.1,34.7,8.8,10.2,8.0,71.4,30.8,38.1,31.1,24.4,46.3,29.4,40.0,70.7,53.0,63.5,84.1,75.2,42.5
2018.0,Odúbel Herrera,Phillies,148.0,597.0,5.0,0.165,0.29,2.0,3.7,1.2,18.3,44.6,37.1,13.9,13.9,7.9,25.0,38.8,33.7,27.4,27.2,47.9,24.9,39.6,68.9,51.7,59.9,85.8,74.1,41.3
2019.0,Odúbel Herrera,Phillies,39.0,139.0,2.0,0.119,0.29,2.0,4.5,1.15,24.5,40.4,35.1,6.1,3.0,5.3,0.0,45.7,28.7,25.5,24.5,44.7,30.9,36.7,72.4,51.8,54.9,86.5,73.6,42.2
2015.0,Eduardo Escobar,Twins,127.0,446.0,2.0,0.183,0.301,3.0,3.6,1.09,19.3,42.0,38.7,7.9,9.5,9.5,0.0,41.5,34.2,24.2,16.7,54.2,29.1,33.7,65.8,48.3,67.8,88.6,80.7,45.5
2016.0,Eduardo Escobar,Twins,105.0,377.0,1.0,0.102,0.28,3.0,2.8,1.05,23.5,39.1,37.4,10.5,5.7,1.8,0.0,42.8,29.0,28.3,19.8,54.1,26.1,35.6,68.3,50.3,72.0,90.5,83.3,44.9
2017.0,Eduardo Escobar,Twins,129.0,499.0,5.0,0.195,0.279,1.0,5.1,0.74,21.0,33.7,45.3,7.3,12.8,4.1,0.0,41.0,33.1,25.9,16.0,52.6,31.4,35.7,71.5,52.3,66.1,87.4,79.6,46.5
2018.0,Eduardo Escobar,2 Teams,151.0,631.0,2.0,0.217,0.308,4.0,2.9,0.75,24.8,32.1,43.1,5.7,11.9,7.6,0.0,40.0,33.9,26.1,15.2,46.7,38.2,39.3,72.8,52.9,69.0,85.6,78.3,40.7
2019.0,Eduardo Escobar,Diamondbacks,158.0,699.0,5.0,0.242,0.283,1.0,5.3,0.73,22.7,32.8,44.6,5.2,15.2,5.3,0.0,43.8,35.3,20.9,12.8,45.9,41.3,40.8,71.1,52.5,68.4,85.0,77.1,38.6
2015.0,Elvis Andrus,Rangers,160.0,661.0,25.0,0.099,0.283,9.0,5.2,1.48,21.1,47.1,31.8,9.8,4.3,8.3,39.1,43.7,31.0,25.2,18.1,54.8,27.1,25.8,61.1,42.6,71.7,93.0,86.3,47.8
2016.0,Elvis Andrus,Rangers,147.0,568.0,24.0,0.136,0.333,8.0,6.7,1.67,23.8,47.7,28.5,7.1,6.3,8.5,20.0,42.7,34.7,22.6,17.7,55.3,27.1,26.9,61.4,43.2,71.9,91.5,85.0,47.2
2017.0,Elvis Andrus,Rangers,158.0,689.0,25.0,0.174,0.325,10.0,5.7,1.54,20.0,48.5,31.5,8.7,11.6,8.3,0.0,44.8,36.0,19.2,18.6,50.8,30.5,33.9,63.1,47.1,69.1,90.2,81.9,45.2
2018.0,Elvis Andrus,Rangers,97.0,428.0,5.0,0.111,0.292,3.0,4.8,1.6,19.0,49.8,31.1,12.6,5.8,7.9,0.0,42.0,31.4,26.6,18.1,48.0,33.8,35.4,66.3,48.7,67.4,91.4,81.4,43.1
2019.0,Elvis Andrus,Rangers,147.0,648.0,31.0,0.118,0.305,8.0,6.4,1.84,21.3,51.0,27.7,6.3,8.5,6.1,0.0,37.0,36.4,26.7,14.0,47.5,38.5,34.9,62.0,46.4,68.6,90.9,81.2,42.3
2015.0,Dexter Fowler,Cubs,156.0,690.0,20.0,0.161,0.308,7.0,6.6,1.19,20.3,43.3,36.4,6.3,10.6,5.3,37.5,44.1,30.9,25.1,16.6,55.3,28.2,20.9,67.8,41.2,63.7,86.8,80.2,43.3
2016.0,Dexter Fowler,Cubs,125.0,551.0,13.0,0.171,0.35,4.0,6.5,1.14,23.8,40.7,35.5,6.8,11.0,6.7,40.0,39.5,38.0,22.6,17.5,51.9,30.6,19.4,64.7,39.0,62.2,86.2,79.4,43.4
2017.0,Dexter Fowler,Cardinals,118.0,491.0,7.0,0.224,0.305,3.0,5.9,1.03,22.4,39.4,38.2,4.1,14.6,4.7,0.0,40.2,37.5,22.3,12.7,49.2,38.1,24.8,66.9,43.0,62.5,87.4,79.3,43.3
2018.0,Dexter Fowler,Cardinals,90.0,334.0,5.0,0.118,0.21,2.0,4.0,1.07,18.3,42.2,39.4,4.7,9.3,6.5,0.0,43.1,31.2,25.7,19.7,46.3,33.9,25.3,66.0,42.0,60.8,83.4,75.4,41.2
2019.0,Dexter Fowler,Cardinals,150.0,574.0,8.0,0.17,0.294,5.0,3.5,1.08,25.3,38.8,35.9,4.8,15.2,7.4,50.0,40.3,37.1,22.6,17.7,44.9,37.4,25.3,68.7,42.5,62.3,82.4,75.2,39.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017.0,Paul DeJong,Cardinals,108.0,443.0,1.0,0.247,0.349,0.0,2.5,0.79,23.5,33.7,42.9,13.5,19.8,7.1,0.0,46.9,32.7,20.4,21.4,42.2,36.4,33.6,72.3,51.6,59.2,82.2,74.2,46.5
2018.0,Paul DeJong,Cardinals,115.0,490.0,1.0,0.193,0.288,1.0,3.1,0.72,24.2,31.8,44.0,15.7,13.6,15.8,0.0,45.6,28.3,26.1,18.6,42.8,38.7,29.8,66.6,45.8,55.3,87.9,75.9,43.5
2019.0,Paul DeJong,Cardinals,159.0,664.0,9.0,0.211,0.259,5.0,4.3,0.85,18.0,37.7,44.3,12.3,15.4,6.6,0.0,47.5,33.2,19.3,19.1,39.3,41.6,31.1,71.4,48.7,60.7,86.5,77.3,43.9
2015.0,Eddie Rosario,Twins,122.0,474.0,11.0,0.192,0.332,6.0,6.8,0.96,20.3,39.1,40.6,11.8,9.6,7.6,16.7,39.0,35.8,25.2,18.5,52.2,29.3,45.6,76.4,58.9,63.5,84.3,75.1,43.2
2016.0,Eddie Rosario,Twins,92.0,354.0,5.0,0.152,0.338,2.0,5.6,1.35,19.3,46.3,34.4,7.1,11.9,6.2,20.0,36.1,39.8,24.1,18.5,51.4,30.1,41.7,76.9,56.9,65.5,78.3,73.0,43.1
2017.0,Eddie Rosario,Twins,151.0,589.0,9.0,0.218,0.312,8.0,3.9,1.13,20.2,42.4,37.4,7.3,16.4,5.3,28.6,39.3,36.8,23.9,16.7,51.6,31.7,37.6,76.1,54.9,72.0,82.1,78.3,44.9
2018.0,Eddie Rosario,Twins,138.0,592.0,8.0,0.191,0.316,2.0,4.7,0.81,20.3,35.7,44.1,11.5,12.0,6.2,50.0,43.4,33.2,23.4,17.5,46.1,36.5,42.9,78.5,57.6,69.8,83.9,77.8,41.4
2019.0,Eddie Rosario,Twins,137.0,590.0,3.0,0.224,0.273,1.0,3.6,0.89,20.4,37.4,42.2,11.8,15.8,4.4,100.0,48.8,30.7,20.5,15.4,45.9,38.8,46.3,80.4,59.1,75.3,85.1,80.3,37.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017.0,Ozzie Albies,Braves,57.0,244.0,8.0,0.171,0.316,1.0,7.4,1.01,18.8,40.9,40.3,1.4,8.2,6.8,33.3,42.9,35.3,21.7,14.7,52.2,33.2,33.3,73.4,51.4,71.1,84.8,80.0,45.3
2018.0,Ozzie Albies,Braves,158.0,684.0,14.0,0.191,0.285,3.0,6.2,0.97,21.3,38.8,39.9,9.6,11.5,7.4,50.0,44.8,31.1,24.1,16.3,49.3,34.3,38.2,82.3,56.2,68.2,87.3,79.6,40.8
2019.0,Ozzie Albies,Braves,160.0,702.0,15.0,0.205,0.325,4.0,6.2,1.04,25.5,37.9,36.6,7.7,12.4,9.0,0.0,45.5,33.8,20.7,14.8,42.9,42.3,37.9,81.4,55.5,67.4,86.8,78.9,40.4
2015.0,Nicholas Castellanos,Tigers,154.0,595.0,0.0,0.164,0.322,3.0,2.7,0.9,23.3,36.2,40.4,1.2,9.2,2.1,0.0,36.2,34.5,29.3,11.4,55.8,32.8,34.2,69.8,49.7,53.2,83.8,71.9,43.5
2016.0,Nicholas Castellanos,Tigers,110.0,447.0,1.0,0.212,0.345,1.0,3.6,0.73,25.6,31.5,43.0,2.3,13.7,4.2,0.0,39.0,34.4,26.6,11.5,52.8,35.7,37.1,74.2,54.0,52.9,84.9,73.0,45.6
2017.0,Nicholas Castellanos,Tigers,157.0,665.0,4.0,0.218,0.313,5.0,4.6,0.98,24.5,37.3,38.2,1.6,14.3,6.7,0.0,38.6,34.8,26.6,11.5,45.1,43.4,34.6,73.2,51.2,59.2,83.9,74.3,42.9
2018.0,Nicholas Castellanos,Tigers,157.0,678.0,2.0,0.202,0.361,1.0,3.8,0.99,28.8,35.4,35.8,3.0,13.6,8.4,0.0,44.9,30.3,24.8,12.1,40.0,47.9,38.6,78.8,55.1,52.5,84.4,71.2,41.0
2019.0,Nicholas Castellanos,2 Teams,151.0,664.0,2.0,0.236,0.337,2.0,3.6,0.95,22.7,37.7,39.6,2.1,14.4,12.3,0.0,40.8,32.8,26.3,12.6,44.6,42.7,40.9,76.3,54.7,58.5,87.9,74.5,39.0
