Year,Player,Team,Games,PA,SB,ISO,Babip,CS,Spd,GB/FB,LD,GB,FB,IFFB,HR/FB,IFH,BUH,Pull,Cent,Oppo,Soft,Med,Hard,O-Swing,Z-Swing,Swing,O-Contact,Z-Contact,Contact,Zone
2015.0,Luis Valbuena,Astros,132.0,493.0,1.0,0.214,0.235,0.0,2.2,0.75,20.6,33.9,45.5,9.3,16.7,6.3,0.0,44.7,29.3,26.0,14.5,52.6,32.9,27.5,70.8,46.4,63.7,83.9,77.2,43.7
2016.0,Luis Valbuena,Astros,90.0,342.0,1.0,0.199,0.315,1.0,2.4,0.86,21.2,36.5,42.3,10.2,14.8,3.9,50.0,48.1,29.6,22.2,19.9,44.4,35.6,23.1,69.7,43.0,64.6,83.5,77.7,42.8
2017.0,Luis Valbuena,Angels,117.0,401.0,0.0,0.233,0.21,2.0,1.3,0.81,14.3,38.4,47.3,12.1,19.0,3.2,0.0,42.3,29.7,28.0,22.0,42.3,35.8,24.7,67.2,44.0,58.7,79.2,72.9,45.4
2018.0,Luis Valbuena,Angels,96.0,288.0,3.0,0.135,0.277,0.0,3.1,0.82,19.9,36.1,44.0,9.6,12.3,8.3,100.0,45.2,27.4,27.4,16.1,46.4,37.5,32.7,68.5,48.0,56.7,76.6,68.9,42.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.0,Yangervis Solarte,Padres,152.0,571.0,1.0,0.158,0.279,0.0,3.4,1.18,19.3,43.6,37.1,10.9,8.0,4.9,0.0,48.0,32.4,19.6,20.6,48.6,30.7,32.0,68.1,48.2,75.6,95.5,88.2,44.8
2016.0,Yangervis Solarte,Padres,109.0,443.0,1.0,0.18,0.306,1.0,2.5,1.12,21.9,41.2,36.8,12.7,11.9,3.5,33.3,49.0,29.6,21.4,17.7,49.6,32.8,35.8,70.5,50.5,74.5,90.7,84.1,42.5
2017.0,Yangervis Solarte,Padres,128.0,512.0,3.0,0.161,0.258,0.0,2.4,0.99,16.4,41.6,42.1,17.4,10.5,4.7,0.0,42.3,35.9,21.8,25.2,43.8,31.1,34.5,72.7,51.4,74.4,92.1,85.5,44.4
2018.0,Yangervis Solarte,Blue Jays,122.0,506.0,1.0,0.152,0.233,3.0,1.8,1.16,20.8,42.6,36.6,19.2,11.6,2.9,0.0,41.5,34.5,24.0,21.0,50.8,28.3,41.4,75.6,54.2,75.1,92.3,84.1,37.5
2019.0,Yangervis Solarte,Giants,28.0,78.0,0.0,0.11,0.25,0.0,2.3,2.9,31.6,50.9,17.5,10.0,10.0,6.9,0.0,44.8,36.2,19.0,19.0,58.6,22.4,38.6,70.2,50.2,73.7,90.0,82.1,36.7
2015.0,Chase Utley,2 Teams,107.0,423.0,4.0,0.131,0.23,0.0,4.4,1.2,20.1,43.6,36.3,8.8,7.0,5.1,33.3,40.7,39.1,20.2,15.8,53.6,30.6,25.5,60.9,41.2,74.7,93.3,86.8,44.2
2016.0,Chase Utley,Dodgers,138.0,565.0,2.0,0.145,0.299,2.0,3.9,1.31,22.3,44.1,33.7,9.0,10.5,4.0,50.0,47.1,34.1,18.8,14.5,47.9,37.6,22.2,59.7,40.2,63.8,89.8,82.3,47.9
2017.0,Chase Utley,Dodgers,127.0,353.0,6.0,0.168,0.264,1.0,6.2,1.13,18.5,43.3,38.2,6.2,8.2,5.5,0.0,45.1,29.0,25.9,16.5,47.1,36.5,21.4,56.0,38.1,75.2,90.7,86.2,48.4
2018.0,Chase Utley,Dodgers,87.0,187.0,3.0,0.091,0.262,1.0,4.8,1.15,23.8,40.8,35.4,8.7,2.2,5.7,0.0,35.9,36.6,27.5,14.5,51.1,34.4,21.0,56.7,37.6,77.8,93.4,88.7,46.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.0,Lucas Duda,Mets,135.0,554.0,0.0,0.242,0.285,2.0,1.5,0.54,22.0,27.4,50.6,7.6,15.9,5.4,0.0,39.0,33.9,27.1,11.3,49.7,39.0,28.6,63.6,42.3,60.5,88.0,76.7,39.2
2016.0,Lucas Duda,Mets,47.0,172.0,0.0,0.183,0.25,0.0,1.4,0.94,23.5,37.0,39.5,6.4,14.9,4.5,0.0,37.8,34.5,27.7,16.0,51.3,32.8,26.1,62.2,41.3,64.1,87.1,78.7,42.1
2017.0,Lucas Duda,2 Teams,127.0,491.0,0.0,0.279,0.238,0.0,0.5,0.62,21.0,30.3,48.6,5.7,21.3,1.1,0.0,46.2,30.3,23.4,14.5,43.4,42.1,26.8,57.9,40.2,56.0,86.5,74.9,43.1
2018.0,Lucas Duda,2 Teams,107.0,367.0,1.0,0.177,0.302,0.0,2.6,0.63,25.8,28.8,45.4,10.6,13.5,3.0,0.0,41.9,31.0,27.1,18.3,43.2,38.4,32.3,62.2,44.4,53.8,82.5,70.0,40.4
2019.0,Lucas Duda,Royals,39.0,119.0,0.0,0.152,0.197,0.0,0.3,0.65,18.7,32.0,49.3,21.6,10.8,4.2,0.0,40.0,29.3,30.7,17.3,41.3,41.3,27.3,67.0,44.7,56.3,82.5,73.5,44.0
2015.0,Carlos Gómez,2 Teams,115.0,477.0,17.0,0.154,0.307,9.0,5.1,1.12,19.3,42.6,38.0,12.1,9.7,7.2,75.0,39.6,35.5,24.9,22.8,47.0,30.2,37.7,78.0,54.9,64.5,84.5,76.7,42.8
2016.0,Carlos Gómez,2 Teams,118.0,453.0,18.0,0.153,0.313,5.0,5.0,1.27,21.0,44.3,34.7,14.3,14.3,11.2,56.3,44.6,31.7,23.7,21.9,47.8,30.2,35.5,73.6,52.3,53.5,79.2,69.5,44.1
2017.0,Carlos Gómez,Rangers,105.0,426.0,13.0,0.207,0.336,5.0,5.0,0.97,20.6,39.1,40.3,6.1,17.3,11.6,16.7,37.3,41.0,21.7,16.5,44.6,39.0,40.8,77.9,55.7,57.6,82.6,71.6,40.2
2018.0,Carlos Gómez,Rays,118.0,408.0,12.0,0.128,0.266,3.0,6.1,0.72,21.0,33.1,46.0,17.5,7.9,3.7,45.5,40.5,32.8,26.6,21.6,47.9,30.5,41.4,82.9,57.4,62.8,81.9,73.5,38.7
2019.0,Carlos Gómez,Mets,34.0,99.0,4.0,0.14,0.259,1.0,5.0,0.76,17.0,35.8,47.2,20.0,12.0,10.5,0.0,44.1,25.4,30.5,18.6,44.1,37.3,39.6,88.4,59.1,56.8,81.5,71.6,39.8
2015.0,Danny Valencia,2 Teams,105.0,378.0,2.0,0.229,0.329,2.0,3.5,1.73,17.2,52.4,30.3,8.6,22.2,6.4,0.0,47.8,34.0,18.3,14.9,49.6,35.4,33.7,62.8,46.7,57.2,87.2,75.2,44.5
2016.0,Danny Valencia,Athletics,130.0,517.0,1.0,0.159,0.346,1.0,2.7,1.41,23.2,45.0,31.8,14.0,14.9,6.2,0.0,39.9,34.4,25.7,18.4,50.0,31.6,29.9,62.4,44.1,51.8,85.8,72.8,43.7
2017.0,Danny Valencia,Mariners,130.0,500.0,2.0,0.156,0.312,2.0,3.3,1.55,21.1,47.9,31.0,14.4,14.4,8.1,0.0,37.8,37.5,24.7,20.5,49.7,29.8,29.6,58.9,42.9,54.6,82.4,71.9,45.4
2018.0,Danny Valencia,Orioles,79.0,282.0,1.0,0.145,0.293,1.0,2.5,1.37,23.2,44.4,32.4,7.5,13.4,7.6,0.0,45.9,34.3,19.8,16.9,50.2,32.9,29.1,62.5,42.9,54.4,91.6,76.8,41.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.0,Eric Sogard,Athletics,120.0,401.0,6.0,0.056,0.283,1.0,5.1,1.32,22.0,44.3,33.6,9.3,0.9,5.0,37.5,35.6,39.9,24.5,20.2,62.9,16.9,24.2,57.9,40.6,75.7,96.6,90.2,48.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017.0,Eric Sogard,Brewers,94.0,299.0,3.0,0.104,0.311,3.0,3.3,1.19,28.6,38.8,32.5,10.4,4.5,1.3,57.1,38.0,31.5,30.5,16.9,56.8,26.3,18.5,55.7,35.7,78.7,95.3,90.6,46.2
2018.0,Eric Sogard,Brewers,55.0,113.0,3.0,0.031,0.173,0.0,4.6,1.0,27.0,36.5,36.5,11.1,0.0,0.0,0.0,36.8,38.2,25.0,14.5,51.3,34.2,20.7,57.1,37.4,78.9,95.9,90.8,45.8
2019.0,Eric Sogard,2 Teams,110.0,442.0,8.0,0.167,0.316,0.0,5.3,0.76,25.7,32.0,42.3,12.1,9.3,5.7,25.0,36.0,36.3,27.7,17.7,47.2,35.1,26.5,55.7,38.8,83.2,93.2,89.3,42.4
2015.0,Brandon Guyer,Rays,128.0,385.0,10.0,0.148,0.303,4.0,5.6,1.28,21.2,44.2,34.6,17.2,8.6,6.7,0.0,44.7,32.7,22.5,20.7,50.5,28.7,33.2,74.8,52.2,73.2,82.3,79.2,45.7
2016.0,Brandon Guyer,2 Teams,101.0,345.0,3.0,0.157,0.3,2.0,3.8,1.07,21.5,40.5,38.0,8.9,10.0,6.3,33.3,41.7,32.1,26.3,20.8,50.8,28.3,30.5,71.4,49.7,67.2,89.6,82.3,46.9
2017.0,Brandon Guyer,Indians,70.0,192.0,2.0,0.091,0.303,0.0,5.4,1.09,25.2,39.0,35.8,18.2,4.5,12.5,66.7,42.1,32.5,25.4,22.2,55.6,22.2,20.9,67.3,42.5,62.4,82.4,77.2,46.6
2018.0,Brandon Guyer,Indians,104.0,221.0,1.0,0.165,0.237,1.0,2.8,0.98,19.6,39.9,40.6,8.6,12.1,5.3,75.0,51.0,31.3,17.7,19.7,42.9,37.4,29.9,68.2,46.4,68.9,86.0,79.8,43.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016.0,Ben Gamel,2 Teams,33.0,57.0,0.0,0.104,0.258,0.0,2.6,1.27,21.9,43.8,34.4,9.1,9.1,7.1,100.0,37.1,31.4,31.4,20.0,54.3,25.7,27.6,62.6,43.2,58.8,88.7,78.1,44.6
2017.0,Ben Gamel,Mariners,134.0,550.0,4.0,0.138,0.34,1.0,4.9,1.35,21.8,44.9,33.3,9.2,8.5,4.0,0.0,34.3,35.0,30.7,18.7,51.9,29.4,28.4,63.2,44.7,66.2,88.3,80.8,46.8
2018.0,Ben Gamel,Mariners,101.0,293.0,7.0,0.097,0.352,3.0,6.3,1.69,24.9,47.2,27.9,3.6,1.8,5.4,0.0,37.1,33.0,29.9,13.7,59.9,26.4,26.5,59.4,40.7,62.0,91.2,80.5,43.3
2019.0,Ben Gamel,Brewers,134.0,356.0,2.0,0.125,0.347,2.0,2.7,1.52,26.3,44.5,29.2,3.3,11.5,7.5,0.0,30.6,38.8,30.6,14.4,47.8,37.8,25.5,59.9,40.1,59.0,90.1,78.7,42.4
2015.0,José Reyes,2 Teams,116.0,519.0,24.0,0.104,0.301,6.0,5.6,1.23,20.0,44.1,35.9,21.5,4.7,6.6,18.8,42.2,35.7,22.0,25.1,55.2,19.7,34.7,69.9,49.8,74.7,91.7,85.0,43.0
2016.0,José Reyes,Mets,60.0,279.0,9.0,0.176,0.302,2.0,7.5,0.81,21.8,35.0,43.2,18.0,9.0,4.2,0.0,37.7,34.8,27.5,30.4,40.6,29.0,32.8,62.1,45.1,72.3,88.8,81.8,42.0
2017.0,José Reyes,Mets,145.0,561.0,24.0,0.168,0.263,6.0,7.2,0.86,19.7,37.2,43.1,18.1,8.2,8.9,12.5,41.6,36.0,22.3,26.0,47.2,26.7,30.6,62.8,45.0,70.7,91.1,83.4,44.7
2018.0,José Reyes,Mets,110.0,251.0,5.0,0.132,0.211,2.0,6.6,1.19,18.8,44.1,37.1,20.3,5.8,4.9,50.0,42.6,33.2,24.2,27.4,46.3,26.3,26.9,67.5,45.1,72.0,89.8,83.9,44.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.0,Chris Iannetta,Angels,92.0,317.0,0.0,0.147,0.225,1.0,1.2,0.82,13.0,39.1,47.9,8.7,10.9,8.0,0.0,41.7,33.3,25.0,18.2,56.3,25.5,20.3,69.3,43.0,46.9,79.3,71.1,46.3
2016.0,Chris Iannetta,Mariners,94.0,338.0,0.0,0.119,0.266,0.0,0.6,1.13,22.4,41.1,36.4,16.7,9.0,5.7,0.0,41.9,34.0,24.2,19.5,45.6,34.9,20.7,72.2,45.5,60.0,81.4,76.3,48.2
2017.0,Chris Iannetta,Diamondbacks,89.0,316.0,0.0,0.257,0.308,0.0,1.0,0.87,20.4,37.1,42.5,11.4,21.5,8.7,0.0,40.9,30.1,29.0,19.4,45.2,35.5,21.8,69.5,44.4,50.3,82.9,74.5,47.4
2018.0,Chris Iannetta,Rockies,110.0,360.0,0.0,0.161,0.275,0.0,1.7,0.98,22.8,38.1,39.1,8.3,13.1,3.7,0.0,42.1,31.0,26.9,13.9,47.2,38.9,21.7,71.1,43.5,49.4,80.9,72.2,44.2
2019.0,Chris Iannetta,Rockies,52.0,164.0,0.0,0.194,0.306,0.0,1.5,1.2,27.5,39.6,33.0,0.0,20.0,2.8,0.0,37.4,45.1,17.6,14.3,38.5,47.3,19.2,71.3,43.0,38.6,76.3,67.1,45.7
2015.0,Norichika Aoki,Giants,93.0,392.0,14.0,0.093,0.298,5.0,5.3,3.05,19.3,60.7,19.9,6.2,7.7,11.1,40.0,33.8,36.0,30.2,26.9,57.7,15.4,28.2,64.2,45.1,85.7,94.5,91.6,47.0
2016.0,Norichika Aoki,Mariners,118.0,467.0,7.0,0.106,0.309,9.0,4.8,2.75,17.2,60.8,22.1,12.3,4.9,8.5,18.2,31.2,38.6,30.2,23.8,56.3,19.8,27.7,67.8,47.2,80.0,93.4,89.3,48.6
2017.0,Norichika Aoki,3 Teams,110.0,374.0,10.0,0.116,0.301,2.0,5.6,2.27,17.2,57.4,25.3,4.0,6.7,5.9,50.0,26.8,41.3,31.9,21.1,55.4,23.5,25.6,67.7,46.0,71.5,93.3,87.0,48.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.0,Seth Smith,Mariners,136.0,452.0,0.0,0.195,0.298,0.0,3.5,1.11,19.7,42.3,38.0,1.8,10.5,4.7,50.0,38.7,34.8,26.5,15.2,48.7,36.1,25.7,59.5,40.3,58.1,83.5,74.3,43.1
2016.0,Seth Smith,Mariners,137.0,438.0,0.0,0.167,0.282,0.0,1.8,1.57,21.6,47.9,30.5,12.4,18.0,0.7,100.0,43.0,39.6,17.4,15.0,51.2,33.8,22.7,62.1,39.6,59.2,88.7,79.0,42.9
2017.0,Seth Smith,Orioles,111.0,373.0,2.0,0.176,0.301,0.0,3.1,1.28,23.0,43.3,33.7,4.7,15.3,5.5,0.0,42.1,35.7,22.2,12.7,51.2,36.1,27.1,57.2,41.0,67.7,87.7,80.5,45.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.0,Ian Desmond,Nationals,156.0,641.0,13.0,0.151,0.307,5.0,4.5,1.72,15.6,53.4,31.0,13.0,15.4,11.3,22.2,34.7,36.0,29.3,20.9,51.0,28.1,34.1,70.1,49.5,56.7,84.0,73.3,42.9
2016.0,Ian Desmond,Rangers,156.0,677.0,21.0,0.162,0.35,6.0,6.0,2.06,20.6,53.4,26.0,9.1,18.2,7.6,50.0,31.2,38.0,30.8,20.5,49.1,30.3,30.8,64.0,46.5,55.6,83.4,73.7,47.2
2017.0,Ian Desmond,Rockies,95.0,373.0,15.0,0.1,0.345,4.0,5.6,3.02,16.5,62.7,20.8,9.4,13.2,9.4,0.0,36.0,38.8,25.2,24.8,48.1,27.1,29.4,68.9,47.6,56.2,83.3,74.3,46.2
2018.0,Ian Desmond,Rockies,160.0,619.0,20.0,0.186,0.279,6.0,7.0,2.88,16.5,62.0,21.5,7.9,24.7,6.6,0.0,30.0,40.8,29.2,21.5,44.4,34.1,31.0,71.3,48.1,57.9,81.7,72.9,42.6
2019.0,Ian Desmond,Rockies,140.0,482.0,3.0,0.223,0.304,3.0,4.5,1.55,22.5,47.1,30.5,10.1,20.2,3.9,0.0,34.9,34.3,30.9,16.2,45.0,38.8,29.6,67.4,45.5,59.2,86.3,76.1,42.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016.0,Jeimer Candelario,Cubs,5.0,14.0,0.0,0.0,0.167,0.0,0.1,2.0,0.0,66.7,33.3,0.0,0.0,0.0,0.0,66.7,33.3,0.0,33.3,16.7,50.0,37.5,70.0,50.0,75.0,78.6,76.9,38.5
2017.0,Jeimer Candelario,2 Teams,38.0,142.0,0.0,0.142,0.351,0.0,1.6,1.26,18.6,45.4,36.1,8.6,8.6,9.1,0.0,34.0,34.0,32.0,19.6,51.5,28.9,30.5,63.6,45.0,56.0,82.3,72.3,43.7
2018.0,Jeimer Candelario,Tigers,144.0,619.0,3.0,0.169,0.279,2.0,4.0,1.03,17.7,41.7,40.6,12.2,12.2,6.3,0.0,46.6,30.2,23.2,20.1,44.8,35.2,28.6,61.9,42.7,62.3,85.2,76.3,42.4
2019.0,Jeimer Candelario,Tigers,94.0,386.0,3.0,0.134,0.262,1.0,3.8,0.94,22.9,37.3,39.8,9.6,8.5,4.5,0.0,47.7,32.9,19.4,19.8,42.6,37.6,31.0,62.4,43.7,61.3,86.0,75.5,40.3
2015.0,Carlos Beltrán,Yankees,133.0,531.0,0.0,0.195,0.297,0.0,1.5,0.83,21.6,35.6,42.9,7.6,11.1,5.6,0.0,44.4,35.6,20.1,13.3,53.4,33.3,29.4,66.9,45.6,70.6,91.3,83.7,43.2
2016.0,Carlos Beltrán,2 Teams,151.0,593.0,1.0,0.217,0.315,0.0,1.8,1.14,20.9,42.1,37.0,11.3,17.3,6.8,100.0,47.7,29.9,22.4,14.9,49.2,35.8,31.2,66.2,46.0,69.2,91.3,82.7,42.3
2017.0,Carlos Beltrán,Astros,129.0,509.0,0.0,0.152,0.263,0.0,1.8,1.07,16.4,43.1,40.4,8.7,9.3,11.3,0.0,47.7,31.0,21.3,17.5,48.8,33.7,33.3,65.9,47.8,66.0,90.8,81.2,44.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.0,Logan Morrison,Mariners,146.0,511.0,8.0,0.158,0.238,4.0,4.1,1.14,16.3,44.7,39.0,10.3,11.6,4.8,80.0,41.7,34.3,24.0,19.5,49.9,30.6,30.0,71.4,48.3,68.0,89.4,82.0,44.1
2016.0,Logan Morrison,Rays,107.0,398.0,4.0,0.176,0.278,2.0,3.7,1.27,21.1,44.2,34.7,10.9,15.2,4.3,100.0,50.0,30.5,19.5,19.9,45.9,34.2,29.3,71.4,46.5,60.6,86.7,77.0,40.9
2017.0,Logan Morrison,Rays,149.0,601.0,2.0,0.27,0.268,0.0,2.4,0.72,20.5,33.3,46.2,8.9,22.5,2.5,0.0,46.4,35.8,17.8,17.5,45.1,37.4,27.7,70.3,46.0,56.9,82.5,73.7,43.0
2018.0,Logan Morrison,Twins,95.0,359.0,1.0,0.182,0.196,0.0,2.6,0.71,19.1,33.5,47.5,13.4,13.4,0.0,33.3,47.3,29.7,23.0,18.4,43.9,37.7,29.6,73.8,47.8,59.7,87.1,77.1,41.2
2019.0,Logan Morrison,Phillies,29.0,38.0,0.0,0.2,0.217,0.0,1.9,0.83,12.0,40.0,48.0,16.7,16.7,0.0,0.0,32.0,52.0,16.0,20.0,44.0,36.0,32.5,75.3,52.6,59.3,87.3,78.1,46.8
2015.0,Steve Pearce,Orioles,92.0,325.0,1.0,0.204,0.232,1.0,3.4,0.72,19.9,33.6,46.5,11.4,14.3,3.9,0.0,50.9,28.8,20.4,16.8,53.1,30.1,27.6,70.3,47.5,62.0,86.7,79.0,46.5
2016.0,Steve Pearce,2 Teams,85.0,302.0,0.0,0.205,0.318,3.0,2.2,1.14,19.0,43.1,37.9,11.3,16.3,12.1,0.0,45.0,36.5,18.5,15.6,49.8,34.6,24.9,68.1,45.2,49.4,88.0,76.8,47.1
2017.0,Steve Pearce,Blue Jays,92.0,348.0,0.0,0.185,0.281,0.0,1.9,1.07,21.4,40.7,37.9,10.6,13.8,8.9,0.0,42.3,34.7,23.0,19.4,46.0,34.7,28.6,72.1,47.5,64.4,87.4,79.6,43.4
2018.0,Steve Pearce,2 Teams,76.0,251.0,0.0,0.228,0.303,0.0,2.4,1.22,20.5,43.8,35.8,11.1,17.5,9.1,0.0,54.0,29.0,17.0,16.5,46.6,36.9,24.3,69.5,43.0,57.1,87.7,77.6,41.4
2019.0,Steve Pearce,Red Sox,29.0,99.0,0.0,0.079,0.259,0.0,1.8,1.14,23.7,40.7,35.6,14.3,4.8,12.5,0.0,47.5,27.1,25.4,18.6,54.2,27.1,29.7,68.8,47.6,57.8,77.0,70.5,45.8
2015.0,Stephen Vogt,Athletics,136.0,511.0,0.0,0.182,0.29,2.0,2.7,0.93,21.9,37.6,40.4,4.9,12.5,6.7,0.0,43.0,33.7,23.3,14.6,58.4,27.0,29.6,58.0,41.6,73.5,90.4,83.5,42.3
2016.0,Stephen Vogt,Athletics,137.0,532.0,0.0,0.155,0.275,0.0,2.0,0.65,23.2,30.3,46.5,10.5,7.4,8.1,100.0,36.6,34.6,28.8,21.0,52.2,26.8,32.5,61.1,45.4,73.5,90.8,84.0,45.2
2017.0,Stephen Vogt,2 Teams,99.0,303.0,0.0,0.19,0.249,1.0,1.7,0.87,18.7,37.8,43.6,19.4,12.2,5.9,0.0,40.3,33.2,26.5,25.2,42.0,32.7,34.1,58.8,44.7,75.1,90.4,83.7,42.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.0,Stephen Vogt,Giants,99.0,280.0,3.0,0.227,0.311,1.0,4.5,0.55,24.4,26.9,48.7,5.3,10.6,3.8,0.0,38.9,35.2,25.9,9.8,48.7,41.5,37.7,71.8,50.8,65.5,83.4,75.2,38.3
2015.0,Adrián González,Dodgers,156.0,643.0,0.0,0.205,0.294,1.0,1.2,1.02,26.0,37.3,36.7,7.0,16.4,2.3,0.0,40.3,33.4,26.3,14.6,49.5,36.0,33.1,74.4,50.3,67.4,88.1,80.1,41.5
2016.0,Adrián González,Dodgers,156.0,633.0,0.0,0.15,0.328,2.0,1.4,1.68,26.4,46.2,27.5,4.8,14.4,4.3,50.0,38.1,34.1,27.8,16.2,51.0,32.8,32.2,73.3,48.7,66.7,87.1,79.0,40.2
2017.0,Adrián González,Dodgers,71.0,252.0,0.0,0.113,0.28,1.0,0.9,1.11,21.9,41.1,37.0,5.6,4.2,5.1,0.0,37.0,34.4,28.6,14.1,53.6,32.3,32.1,72.6,50.3,62.7,86.3,78.0,44.9
2018.0,Adrián González,Mets,54.0,187.0,0.0,0.136,0.26,0.0,0.7,1.34,24.3,43.4,32.4,2.3,13.6,0.0,100.0,44.5,32.8,22.6,12.4,47.4,40.1,40.9,72.9,53.3,68.0,86.2,77.7,39.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.0,Welington Castillo,3 Teams,110.0,378.0,0.0,0.216,0.263,0.0,1.9,1.06,18.4,42.0,39.6,8.9,18.8,2.8,0.0,42.7,35.3,22.0,15.3,46.7,38.0,28.7,60.5,44.0,56.5,87.2,76.8,47.9
2016.0,Welington Castillo,Diamondbacks,113.0,457.0,2.0,0.159,0.337,0.0,2.1,1.28,25.4,41.8,32.8,9.2,14.3,4.0,0.0,45.5,32.4,22.1,13.0,47.2,39.8,27.7,61.7,43.7,57.2,83.2,74.5,47.1
2017.0,Welington Castillo,Orioles,96.0,365.0,0.0,0.208,0.336,0.0,1.0,1.09,24.4,39.4,36.2,9.0,22.5,7.2,0.0,41.1,36.6,22.4,12.2,48.8,39.0,28.4,61.1,43.3,58.7,85.9,76.2,45.7
2018.0,Welington Castillo,White Sox,49.0,181.0,1.0,0.147,0.322,0.0,2.5,1.09,21.0,41.1,37.9,8.5,12.8,5.9,0.0,41.9,34.7,23.4,16.9,46.0,37.1,28.8,58.9,42.3,55.9,88.8,76.4,44.8
2019.0,Welington Castillo,White Sox,72.0,251.0,0.0,0.209,0.247,0.0,0.4,1.16,16.5,44.9,38.6,13.1,19.7,5.6,0.0,41.8,35.4,22.8,20.3,44.9,34.8,29.6,61.7,43.6,58.2,82.4,73.2,43.7
2015.0,Salvador Perez,Royals,142.0,553.0,1.0,0.166,0.27,0.0,1.7,1.12,20.7,41.9,37.4,14.1,12.4,6.3,0.0,43.0,37.2,19.8,19.8,56.2,24.0,42.5,68.5,54.1,73.6,90.7,83.2,44.5
2016.0,Salvador Perez,Royals,139.0,546.0,0.0,0.191,0.28,0.0,2.0,0.73,18.4,34.5,47.1,15.5,11.8,2.9,0.0,47.4,32.0,20.7,22.2,44.1,33.8,44.2,70.1,55.2,65.8,90.4,79.0,42.2
2017.0,Salvador Perez,Royals,129.0,499.0,1.0,0.227,0.28,0.0,2.4,0.71,19.7,33.3,47.0,10.6,15.1,2.4,0.0,53.0,29.7,17.3,16.5,45.4,38.1,47.9,74.6,58.7,70.4,90.7,80.8,40.4
2018.0,Salvador Perez,Royals,129.0,544.0,1.0,0.204,0.245,1.0,1.6,0.77,20.4,34.6,45.0,8.7,14.8,2.8,0.0,46.7,33.4,19.9,12.0,42.0,45.9,48.4,71.3,57.0,66.4,90.1,77.5,37.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.0,Yonder Alonso,Padres,103.0,402.0,2.0,0.099,0.313,5.0,2.8,1.77,23.0,49.2,27.8,10.5,5.8,4.6,0.0,35.9,38.5,25.6,18.1,53.4,28.5,25.8,70.4,45.5,70.5,92.5,85.5,44.1
2016.0,Yonder Alonso,Athletics,156.0,532.0,3.0,0.114,0.284,1.0,2.5,1.32,22.5,44.1,33.3,7.4,5.1,3.3,75.0,39.8,35.7,24.5,18.2,49.5,32.3,27.3,70.6,46.4,65.9,92.8,83.9,44.0
2017.0,Yonder Alonso,2 Teams,142.0,521.0,2.0,0.235,0.302,0.0,2.4,0.78,22.8,33.9,43.2,8.3,19.4,0.9,0.0,40.8,33.6,25.5,13.2,50.8,36.0,27.8,74.4,47.0,59.6,84.1,75.6,41.2
2018.0,Yonder Alonso,Indians,145.0,574.0,0.0,0.171,0.283,0.0,1.2,0.96,21.7,38.3,40.1,14.5,14.5,3.9,100.0,43.7,34.4,21.9,19.8,42.5,37.7,33.0,75.2,50.4,58.7,88.6,77.1,41.2
2019.0,Yonder Alonso,2 Teams,121.0,335.0,0.0,0.147,0.224,1.0,1.5,1.13,19.7,42.6,37.7,9.5,11.9,6.3,100.0,46.4,32.1,21.4,17.9,49.1,33.0,30.1,72.4,47.3,59.2,87.1,76.5,40.5
2015.0,Robbie Grossman,Astros,24.0,54.0,0.0,0.102,0.194,0.0,2.6,1.42,6.5,54.8,38.7,8.3,8.3,0.0,0.0,40.6,18.8,40.6,25.0,59.4,15.6,13.8,58.1,32.9,58.8,92.6,84.5,43.1
2016.0,Robbie Grossman,Twins,99.0,389.0,2.0,0.163,0.364,3.0,2.7,1.02,25.3,37.8,36.9,5.8,12.8,8.0,0.0,41.5,32.2,26.3,17.4,51.3,31.4,20.5,59.3,37.6,61.1,84.4,77.3,44.1
2017.0,Robbie Grossman,Twins,119.0,456.0,3.0,0.134,0.287,1.0,3.5,1.18,24.8,40.7,34.4,8.7,8.7,6.5,20.0,38.8,37.1,24.1,16.0,53.1,30.9,18.2,62.7,38.4,68.3,89.4,84.0,45.6
2018.0,Robbie Grossman,Twins,129.0,465.0,0.0,0.111,0.329,1.0,1.9,1.04,24.2,38.7,37.1,10.2,4.2,8.9,0.0,36.6,34.7,28.8,17.5,50.9,31.6,18.6,63.7,39.1,61.3,93.8,85.4,45.3
